Species2_eBird,Family2,Order2,Mass,Habitat,Habitat.Density,Trophic.Level,Trophic.Niche,Migration,Primary.Lifestyle,mu.beak.l.c,mu.beak.l.n,mu.beak.w,mu.beak.d,mu.tarsus.l,mu.hwi,mu.tail.l
Tyto soumagnei,Tytonidae,Strigiformes,284,Forest,1,Carnivore,Vertivore,1,Generalist,31.7,14.775,7.0125,12.216666666666667,54.9875,27.9,100.5
Tyto tenebricosa,Tytonidae,Strigiformes,660.6,Forest,1,Carnivore,Vertivore,1,Generalist,39.78333333333333,22.88125,12.1,18.594444444444445,66.70555555555555,18.8125,126.31666666666666
Upucerthia albigula,Furnariidae,Passeriformes,39.9,Shrubland,3,Carnivore,Invertivore,1,Terrestrial,37.4,26.1,4.016666666666667,5.1,25.575000000000003,18.083333333333336,78
Upucerthia dumetaria,Furnariidae,Passeriformes,48.7,Shrubland,3,Carnivore,Invertivore,1,Terrestrial,32.68,26.68125,3.822222222222222,4.811111111111111,25.416666666666664,24.08571428571429,83.3
Upucerthia saturatior,Furnariidae,Passeriformes,48.7,Forest,2,Carnivore,Invertivore,1,Terrestrial,32.21,24.121428571428574,4.00625,4.8125,23.99375,23.185714285714283,80.4
Upucerthia validirostris,Furnariidae,Passeriformes,33.6,Grassland,3,Carnivore,Invertivore,1,Terrestrial,36.28888888888889,28.083333333333336,3.9,4.8,26.590625000000003,14.213333333333333,72.92222222222222
Upupa epops,Upupidae,Bucerotiformes,66.9,Grassland,3,Carnivore,Invertivore,3,Terrestrial,55.81428571428572,46.891666666666666,5.517857142857142,6.324999999999999,21.089285714285715,21.40833333333333,96.87857142857143
Upupa marginata,Upupidae,Bucerotiformes,66.9,Grassland,3,Carnivore,Invertivore,3,Terrestrial,58.9125,47.8875,6.0875,7.2,21.6125,18.775,114.5
Uraeginthus angolensis,Estrildidae,Passeriformes,9.9,Woodland,3,Herbivore,Granivore,1,Terrestrial,9.19,7.225,4.7,5.380000000000001,12.9,14.6875,45.6
Uraeginthus bengalus,Estrildidae,Passeriformes,9.9,Shrubland,3,Herbivore,Granivore,1,Terrestrial,10.014285714285714,7.488888888888889,4.71,5.1850000000000005,13.889285714285714,15.28076923076923,53.775
Uraeginthus cyanocephalus,Estrildidae,Passeriformes,9.8,Desert,3,Herbivore,Granivore,1,Terrestrial,10.879999999999999,7.4875,4.98,5.609999999999999,14.5,17.2125,58
Uranomitra franciae,Trochilidae,Caprimulgiformes,5,Forest,1,Herbivore,Nectarivore,1,Aerial,24.905555555555555,20.4125,2.6,2.0083333333333333,5.779999999999999,60.912499999999994,33.92297297297297
Uratelornis chimaera,Brachypteraciidae,Coraciiformes,226,Woodland,2,Carnivore,Invertivore,1,Terrestrial,35.41,22.9875,8.120000000000001,8.89,47.6,15.6,249
Uria aalge,Alcidae,Charadriiformes,991.9,Marine,3,Carnivore,Aquatic predator,3,Aquatic,56.8,37.287499999999994,8.108333333333334,13.291666666666668,35.90833333333333,57.5125,49.81666666666666
Uria lomvia,Alcidae,Charadriiformes,964,Marine,3,Carnivore,Aquatic predator,3,Aquatic,49.3,27.3125,8.59,14.32,33.18,51.875,44.4
Urile pelagicus,Phalacrocoracidae,Suliformes,1844,Marine,3,Carnivore,Aquatic predator,1,Aquatic,51.91,38.8,8.42,9.98,53.58,33.625,137.4
Urile penicillatus,Phalacrocoracidae,Suliformes,2224.2,Marine,3,Carnivore,Aquatic predator,2,Aquatic,76.5,60.087500000000006,12.68,17.78,65.5,37.125,115.4
Urile urile,Phalacrocoracidae,Suliformes,2117.7,Marine,3,Carnivore,Aquatic predator,1,Aquatic,55.489999999999995,42.3875,9.209999999999999,11.59,56.18000000000001,31.3125,154.2
Urochroa bougueri,Trochilidae,Caprimulgiformes,11.4,Forest,1,Herbivore,Nectarivore,1,Aerial,33.3,27.3,3.1100000000000003,2.8099999999999996,8.18,61.975,46.8
Urochroa leucura,Trochilidae,Caprimulgiformes,11.4,Forest,1,Herbivore,Nectarivore,1,Aerial,32.225,25.025,2.4875,2.3125,6.425000000000001,64.5,43.4875
Urocissa caerulea,Corvidae,Passeriformes,257,Forest,1,Omnivore,Omnivore,1,Insessorial,45.787499999999994,27.5,13.08125,16.625,51.318749999999994,14.8125,386.775
Urocissa erythroryncha,Corvidae,Passeriformes,151.5,Forest,1,Carnivore,Omnivore,1,Insessorial,38.67727272727273,22.4875,12.10909090909091,13.013636363636364,45.31818181818181,19.305,366.2863636363636
Urocissa flavirostris,Corvidae,Passeriformes,149.2,Forest,1,Carnivore,Omnivore,1,Insessorial,39.39,22.9,12.120000000000001,13.285,47.61,14.3,392.375
Urocissa ornata,Corvidae,Passeriformes,196,Forest,1,Omnivore,Omnivore,1,Insessorial,42.625,24.2,11.608333333333334,15.516666666666666,43.1,14.6,240.90833333333333
Urocissa whiteheadi,Corvidae,Passeriformes,200,Forest,1,Omnivore,Omnivore,1,Insessorial,47.118750000000006,28,12.9875,16.206249999999997,51.181250000000006,17.014285714285712,215.3875
Urocolius indicus,Coliidae,Coliiformes,52.7,Shrubland,2,Herbivore,Frugivore,1,Insessorial,14.209999999999999,9.087499999999999,6.82,7.18,20.689999999999998,32.025,210.39
Urocolius macrourus,Coliidae,Coliiformes,45.5,Shrubland,2,Herbivore,Frugivore,1,Insessorial,15.276470588235295,9.425,7.8125,7.675000000000001,18.508823529411764,28.982352941176472,223.21470588235292
Urocynchramus pylzowi,Urocynchramidae,Passeriformes,28.6,Shrubland,2,Herbivore,Granivore,1,Generalist,12.7,7.324999999999999,3.9124999999999996,4.5875,21.975,14.8,78.225
Urodynamis taitensis,Cuculidae,Cuculiformes,117,Forest,1,Carnivore,Invertivore,3,Insessorial,31.625,15.775,9.0125,9.9875,33.1875,44.8,204.775
Uroglaux dimorpha,Strigidae,Strigiformes,220,Forest,1,Carnivore,Omnivore,1,Insessorial,27.2875,16.4875,10,14.175,35.1125,29.2,130.775
Urolais epichlorus,Cisticolidae,Passeriformes,11.3,Forest,1,Carnivore,Invertivore,1,Insessorial,13.879999999999999,7.2875,2.8899999999999997,2.88,20.7,10,74.4
Uromyias agilis,Tyrannidae,Passeriformes,10.1,Forest,1,Carnivore,Invertivore,1,Insessorial,11,5.7125,3.6,2.9124999999999996,18.3125,10.816666666666666,66.68333333333334
Uromyias agraphia,Tyrannidae,Passeriformes,9.9,Forest,1,Carnivore,Invertivore,1,Insessorial,11.5,6.109999999999999,3.506666666666667,3.2,18.613333333333333,10.325,71.18333333333334
Uropelia campestris,Columbidae,Columbiformes,35.2,Grassland,3,Herbivore,Granivore,1,Terrestrial,10.6875,5.4,2.125,2.4124999999999996,14.675,19.8875,73
Uropsalis lyra,Caprimulgidae,Caprimulgiformes,71.2,Forest,2,Carnivore,Invertivore,1,Insessorial,18.78,6.8125,4.9875,2.7,18.0125,52.9,685.2
Uropsalis segmentata,Caprimulgidae,Caprimulgiformes,42.9,Forest,2,Carnivore,Invertivore,1,Insessorial,18.2,6.0875,4.32,2.52,16.490000000000002,50.6875,344.4
Uropsila leucogastra,Troglodytidae,Passeriformes,9,Woodland,2,Carnivore,Invertivore,1,Insessorial,14.61,8.8,2.59,3.22,18.38,12.3,29.6
Urosphena neumanni,Scotocercidae,Passeriformes,14.2,Forest,1,Carnivore,Invertivore,1,Terrestrial,14.5,7.2,3,3.7,24.5,7.7,31
Urosphena pallidipes,Scotocercidae,Passeriformes,10,Shrubland,2,Carnivore,Invertivore,1,Generalist,12.98,6.9125,2.4,2.6900000000000004,19.08,10.8,41
Urosphena squameiceps,Scotocercidae,Passeriformes,9.3,Forest,1,Carnivore,Invertivore,3,Terrestrial,13.212499999999999,7.8875,2.5875000000000004,2.5875000000000004,18.0125,20.2875,31
Urosphena subulata,Scotocercidae,Passeriformes,10.3,Forest,1,Carnivore,Invertivore,1,Terrestrial,14.683333333333334,8.8,2.5166666666666666,2.783333333333333,18.983333333333334,8.983333333333334,26.683333333333334
Urosphena whiteheadi,Scotocercidae,Passeriformes,9,Forest,1,Carnivore,Invertivore,1,Generalist,13.280000000000001,7.975,2.8099999999999996,2.62,19.09,7.2,23.2
Urosticte benjamini,Trochilidae,Caprimulgiformes,3.9,Forest,1,Herbivore,Nectarivore,1,Aerial,20.689999999999998,18.375,1.91,1.6099999999999999,5.09,63.025,36.4
Urosticte ruficrissa,Trochilidae,Caprimulgiformes,4.3,Forest,1,Herbivore,Nectarivore,1,Aerial,23,19.775,1.5875,1.8875,5.8125,66.17500000000001,39.225
Urothraupis stolzmanni,Thraupidae,Passeriformes,23.1,Forest,2,Omnivore,Omnivore,1,Insessorial,12.587499999999999,7.1875,3.5125,4.2,20.8,14.212499999999999,73.775
Urotriorchis macrourus,Accipitridae,Accipitriformes,492,Forest,1,Carnivore,Vertivore,1,Insessorial,35.375,19.625,13.3,16.5125,78.9125,23.7875,373.775
Vanellus albiceps,Charadriidae,Charadriiformes,192,Wetland,3,Carnivore,Aquatic predator,1,Terrestrial,37.1875,20.3125,5.9875,6.7125,75.775,39.3,99.225
Vanellus armatus,Charadriidae,Charadriiformes,156,Wetland,3,Carnivore,Aquatic predator,1,Terrestrial,33.21,18.0875,4.6,5.51,73.28999999999999,40.375,79.2
Vanellus cayanus,Charadriidae,Charadriiformes,75.8,Riverine,3,Carnivore,Aquatic predator,1,Terrestrial,26.6125,14.9,4.3875,4.8,46.8875,43.912499999999994,59.775
Vanellus chilensis,Charadriidae,Charadriiformes,327,Grassland,3,Carnivore,Omnivore,1,Terrestrial,35.096428571428575,19.2,6.410714285714286,7.110714285714286,74.58125,31,101.28333333333333
Vanellus cinereus,Charadriidae,Charadriiformes,270,Wetland,3,Carnivore,Aquatic predator,3,Terrestrial,38.9,21.2875,5.92,7.324999999999999,77.78,45.2,102.6
Vanellus coronatus,Charadriidae,Charadriiformes,165,Grassland,3,Carnivore,Invertivore,1,Terrestrial,31.79,16.0875,4.02,5.2,69.52000000000001,39.912499999999994,85.2
Vanellus crassirostris,Charadriidae,Charadriiformes,170,Wetland,3,Carnivore,Aquatic predator,1,Terrestrial,37.92,21.375,6.109999999999999,7.1875,76.69,36.1875,95
Vanellus duvaucelii,Charadriidae,Charadriiformes,143,Riverine,3,Carnivore,Aquatic predator,1,Terrestrial,33.68000000000001,17.6125,4.41,5.3125,65.12,39.287499999999994,85.8
Vanellus gregarius,Charadriidae,Charadriiformes,224.5,Grassland,3,Carnivore,Invertivore,3,Terrestrial,34.42,17.6125,4.59,5.49,60.92,49.1875,80.4
Vanellus indicus,Charadriidae,Charadriiformes,181,Wetland,3,Carnivore,Invertivore,1,Terrestrial,34.68,19.1125,5.29,5.4,74.19,43.212500000000006,104
Vanellus leucurus,Charadriidae,Charadriiformes,132,Wetland,3,Carnivore,Aquatic predator,3,Terrestrial,33.510000000000005,19.1,4.08,5.109999999999999,70.5,40.8,74.4
Vanellus lugubris,Charadriidae,Charadriiformes,122,Grassland,3,Carnivore,Invertivore,1,Terrestrial,25.39,13.1,4.390000000000001,4.98,59.519999999999996,45.5,64
Vanellus macropterus,Charadriidae,Charadriiformes,325,NA,3,NA,NA,NA,Terrestrial,39.5,20.700000000000003,6,6.324999999999999,88.775,42.525,82.5
Vanellus malabaricus,Charadriidae,Charadriiformes,140,Grassland,3,Carnivore,Invertivore,1,Terrestrial,27.189999999999998,14.7,4.68,4.8875,59.5,47.912499999999994,74.8
Vanellus melanocephalus,Charadriidae,Charadriiformes,214,Grassland,3,Carnivore,Aquatic predator,1,Terrestrial,30.1875,15.1875,4.7125,5.2,61.1,39.3875,88
Vanellus melanopterus,Charadriidae,Charadriiformes,184.9,Grassland,3,Carnivore,Invertivore,1,Terrestrial,31.21,16.3125,4.21,5.119999999999999,59.620000000000005,50.712500000000006,77.8
Vanellus miles,Charadriidae,Charadriiformes,387,Grassland,3,Carnivore,Invertivore,1,Terrestrial,38.989999999999995,19.50625,5.805,6.58,75,35.6,102.9
Vanellus resplendens,Charadriidae,Charadriiformes,214,Grassland,3,Carnivore,Invertivore,1,Terrestrial,36.879999999999995,19.9875,4.49,5.6899999999999995,53.79,39.912499999999994,99
Vanellus senegallus,Charadriidae,Charadriiformes,248,Wetland,3,Carnivore,Aquatic predator,1,Terrestrial,36.3,18.7,6.02,6.52,83.49000000000001,38.475,97.4
Vanellus spinosus,Charadriidae,Charadriiformes,188,Wetland,3,Carnivore,Omnivore,1,Terrestrial,31.18,16.9,4.58,5.675000000000001,66.69,37.225,91.6
Vanellus superciliosus,Charadriidae,Charadriiformes,150,Grassland,3,Carnivore,Invertivore,1,Terrestrial,24.9,13.8,4.675000000000001,5.175000000000001,54.775,45.375,70.775
Vanellus tectus,Charadriidae,Charadriiformes,100,Grassland,3,Carnivore,Invertivore,1,Terrestrial,25.7875,14.2,3.9875,4.4875,58.475,39.1125,85
Vanellus tricolor,Charadriidae,Charadriiformes,184,Grassland,3,Omnivore,Omnivore,1,Terrestrial,28.1875,13.625,4.6875,5.2125,49.6875,44.087500000000006,77.5
Vanellus vanellus,Charadriidae,Charadriiformes,218.4,Wetland,3,Carnivore,Omnivore,2,Terrestrial,28.122222222222224,14.925,4.58,5.49,48.29444444444444,40.17916666666667,103.21111111111111
Vanga curvirostris,Vangidae,Passeriformes,64.2,Forest,1,Carnivore,Invertivore,1,Insessorial,33.68928571428572,21.3125,7.782142857142857,10.778571428571428,29.507142857142856,15.915,101.87857142857143
Vauriella albigularis,Muscicapidae,Passeriformes,35.7,Forest,1,Carnivore,Invertivore,1,Insessorial,17.409999999999997,11.1125,5.68,4.99,19.68,14.7,60.2
Vauriella goodfellowi,Muscicapidae,Passeriformes,31.7,Forest,1,Carnivore,Invertivore,1,Insessorial,18.225,10.325,5.0125,4.512499999999999,22.225,15.287500000000001,68.225
Vauriella gularis,Muscicapidae,Passeriformes,25.1,Forest,1,Carnivore,Invertivore,1,Insessorial,18.29,10.712499999999999,4.6899999999999995,4.82,22.42,14.7125,60
Vauriella insignis,Muscicapidae,Passeriformes,28.7,Forest,1,Carnivore,Invertivore,1,Insessorial,18.225,10.3,4,4.8,31.299999999999997,13.5,67.5
Vermivora bachmanii,Parulidae,Passeriformes,8.6,Forest,2,Carnivore,Invertivore,3,Insessorial,12.89,8.412500000000001,2.8099999999999996,3.3099999999999996,16.12,21.3,45.3
Vermivora chrysoptera,Parulidae,Passeriformes,8.7,Shrubland,2,Carnivore,Invertivore,3,Insessorial,14.59,8.986842105263158,3.205,3.5236842105263158,17.91190476190476,25.875,44.91428571428571
Vermivora cyanoptera,Parulidae,Passeriformes,8.9,Shrubland,1,Carnivore,Invertivore,3,Insessorial,13.01,8.505555555555556,3.01,3.2954545454545454,16.304545454545455,25.2,42.52272727272727
Verreauxia africana,Picidae,Piciformes,9.4,Forest,1,Carnivore,Invertivore,1,Insessorial,9.4875,8.087499999999999,3.8125,4.3125,10.825,10.9,17.21111111111111
Vidua camerunensis,Viduidae,Passeriformes,12.1,Woodland,3,Herbivore,Granivore,1,Terrestrial,10.08,6.4125,3.92,5.92,13.59,22.375,40.2
Vidua chalybeata,Viduidae,Passeriformes,12.5,Shrubland,3,Herbivore,Granivore,1,Terrestrial,10.1,6.0125,3.88,5.4,13.322222222222223,21.01875,40.18333333333334
Vidua codringtoni,Viduidae,Passeriformes,12.8,Forest,2,Herbivore,Granivore,1,Terrestrial,10.116666666666667,6.183333333333334,4.283333333333333,5.9,14.716666666666667,21.21666666666667,42.31666666666666
Vidua fischeri,Viduidae,Passeriformes,12.2,Shrubland,3,Herbivore,Granivore,1,Terrestrial,10.225,6.1,4.1,5.9,14.5,22.19375,41.68333333333334
Vidua funerea,Viduidae,Passeriformes,14.3,Woodland,3,Herbivore,Granivore,1,Terrestrial,10.49,6.4,4.390000000000001,5.98,13.61,22.1875,42.9
Vidua hypocherina,Viduidae,Passeriformes,11.9,Shrubland,3,Herbivore,Granivore,1,Terrestrial,10.1,6.425000000000001,4.390000000000001,5.880000000000001,14.39,20.5125,44.3875
Vidua interjecta,Viduidae,Passeriformes,20.6,Woodland,3,Herbivore,Granivore,1,Terrestrial,11.712499999999999,6.8,4.5125,5.824999999999999,16.575000000000003,24.625,57.5
Vidua larvaticola,Viduidae,Passeriformes,13.1,Shrubland,3,Herbivore,Granivore,1,Terrestrial,9.685714285714285,5.985714285714286,4.814285714285714,6.107142857142858,13.492857142857144,23.114285714285714,37.778571428571425
Vidua macroura,Viduidae,Passeriformes,15.7,Shrubland,3,Herbivore,Granivore,1,Terrestrial,10.422222222222222,6.2875,4.3,6.32,15.705555555555556,20.19375,47.31666666666666
Vidua maryae,Viduidae,Passeriformes,12.8,Rock,3,Herbivore,Granivore,1,Terrestrial,10.100000000000001,6.3,4.6,6,14.075,24.7875,38.1875
Vidua nigeriae,Viduidae,Passeriformes,12,Shrubland,3,Herbivore,Granivore,1,Terrestrial,9.379999999999999,5.5125,3.59,5.390000000000001,13.21,22.9875,40
Vidua obtusa,Viduidae,Passeriformes,20.7,Woodland,3,Herbivore,Granivore,1,Terrestrial,12.280000000000001,7.1125,5.21,6.6899999999999995,16.12,22.6875,60.5
Vidua orientalis,Viduidae,Passeriformes,18.5,Grassland,3,Herbivore,Granivore,1,Terrestrial,10.81,6.6125,5.02,6.32,16.009999999999998,22.125,60.225
Vidua paradisaea,Viduidae,Passeriformes,20.4,Woodland,3,Herbivore,Granivore,1,Terrestrial,12.09375,7.1,5.21,6.890000000000001,16.012500000000003,21.57857142857143,59.7
Vidua purpurascens,Viduidae,Passeriformes,13.1,Woodland,3,Herbivore,Granivore,1,Terrestrial,10.08,6.1875,3.6900000000000004,5.49,14.1,21.5125,42.2
Vidua raricola,Viduidae,Passeriformes,11.9,Grassland,3,Herbivore,Granivore,1,Terrestrial,9.087499999999999,5.416666666666667,3.8125,5.7,13.5,21.78333333333333,38.8875
Vidua regia,Viduidae,Passeriformes,14.4,Shrubland,3,Herbivore,Granivore,1,Terrestrial,11.412500000000001,6.1875,4.1,5.9875,15.3,23.1125,42.8875
Vidua togoensis,Viduidae,Passeriformes,15.6,Woodland,3,Herbivore,Granivore,1,Terrestrial,11.325,6.9,4.7125,6.1125,15.912500000000001,22.625,57.6125
Vidua wilsoni,Viduidae,Passeriformes,13.1,Grassland,3,Herbivore,Granivore,1,Terrestrial,10.31,6.0875,4.109999999999999,5.92,13.4,21.9125,37.3
Vini amabilis,Psittacidae,Psittaciformes,8.5,Forest,1,Herbivore,Nectarivore,1,Insessorial,18.225,13.787500000000001,7.7,11.4,14.1125,48.2,91.225
Vini australis,Psittaculidae,Psittaciformes,49.5,Forest,2,Herbivore,Nectarivore,1,Insessorial,15.9,11.325,6.48,10.21,13.98,50.375,61.4
Vini diadema,Psittacidae,Psittaciformes,37,NA,1,Herbivore,Omnivore,NA,Insessorial,11.3,9,6.1,9.8,10.8,40.9,84.5
Vini kuhlii,Psittaculidae,Psittaciformes,40,Forest,2,Herbivore,Herbivore terrestrial,1,Insessorial,16.7875,11.8125,6.8875,10.212499999999999,17.5875,46.787499999999994,63.225
Vini meeki,Psittacidae,Psittaciformes,23.8,Forest,1,Herbivore,Omnivore,1,Insessorial,14.1875,11.075,6.1,7.9125,11.0125,45.5125,69.68333333333334
Vini palmarum,Psittacidae,Psittaciformes,37,Forest,1,Herbivore,Nectarivore,1,Insessorial,14.575,11.087499999999999,6.5875,8.6,12.1125,47.625,77
Vini peruviana,Psittaculidae,Psittaciformes,29,Woodland,2,Herbivore,Nectarivore,1,Insessorial,14.209999999999999,9.9875,6.609999999999999,8.89,14.2,46.375,66.6
Vini rubrigularis,Psittacidae,Psittaciformes,37,Forest,1,Herbivore,Omnivore,1,Insessorial,15.587499999999999,12,6.3125,9.225,10.8125,49.225,87.17500000000001
Vini solitarius,Psittacidae,Psittaciformes,83.3,Forest,1,Herbivore,Nectarivore,1,Insessorial,19.5,14.675,8.1,12.68,16.8,49,65.6
Vini stepheni,Psittaculidae,Psittaciformes,55,Forest,1,Herbivore,Omnivore,1,Insessorial,15.02,11.29,7.18,10.42,17.08,42.9,84.4
Vini ultramarina,Psittaculidae,Psittaciformes,49.5,Forest,1,Herbivore,Omnivore,1,Insessorial,14.175,10.087499999999999,7.2125,9.675,15.8125,43.583333333333336,62.775
Vireo altiloquus,Vireonidae,Passeriformes,19,Woodland,2,Omnivore,Invertivore,1,Insessorial,20.602272727272727,12.0125,4.49090909090909,4.677272727272728,19.188636363636363,25.01190476190476,54.18863636363636
Vireo atricapilla,Vireonidae,Passeriformes,9,Shrubland,2,Carnivore,Invertivore,3,Insessorial,13.120000000000001,6.775,3.71,3.3,19.795,14.89,42.9
Vireo bairdi,Vireonidae,Passeriformes,12,Woodland,2,Carnivore,Invertivore,1,Insessorial,14.885,7.8,4.09375,4.38125,22.585,13.879999999999999,50.585
Vireo bellii,Vireonidae,Passeriformes,8.5,Shrubland,2,Carnivore,Invertivore,3,Insessorial,13.476923076923077,6.9875,3.7181818181818183,3.690909090909091,19.176923076923075,19.40416666666667,44.11538461538461
Vireo brevipennis,Vireonidae,Passeriformes,11.8,Shrubland,2,Carnivore,Invertivore,1,Insessorial,13.194444444444443,6.8,3.79375,3.59375,20.583333333333336,10.88888888888889,53.888888888888886
Vireo caribaeus,Vireonidae,Passeriformes,9.3,Woodland,2,Omnivore,Invertivore,1,Insessorial,13.825,7.075,3.775,3.9,20,13.425,48.5
Vireo carmioli,Vireonidae,Passeriformes,13.1,Forest,1,Carnivore,Invertivore,1,Insessorial,12.504545454545454,6.6850000000000005,3.585294117647059,3.978125,18.80625,19.38,48.37647058823529
Vireo cassinii,Vireonidae,Passeriformes,14.7,Forest,2,Carnivore,Invertivore,3,Insessorial,14.716666666666665,7.7125,4.111111111111111,4.316666666666666,19.304166666666667,27.904166666666665,50.99583333333334
Vireo chivi,Vireonidae,Passeriformes,16.1,Forest,1,Omnivore,Invertivore,3,Insessorial,13.98103448275862,9.212499999999999,4.411111111111111,4.320967741935483,18.316666666666666,20.922916666666666,52.122058823529414
Vireo crassirostris,Vireonidae,Passeriformes,13,Woodland,2,Carnivore,Invertivore,1,Insessorial,15.8,9,4.4222222222222225,4.885714285714286,21.39090909090909,15.2,50.29545454545455
Vireo flavifrons,Vireonidae,Passeriformes,18,Forest,2,Carnivore,Invertivore,3,Insessorial,15.078125,8.476666666666667,4.29047619047619,4.892857142857143,19.32037037037037,33.81666666666666,48.38148148148148
Vireo flavoviridis,Vireonidae,Passeriformes,17.6,Woodland,2,Omnivore,Invertivore,3,Insessorial,18.1125,9.915,4.405555555555556,4.622222222222222,18.9,25.90357142857143,51.90714285714286
Vireo gilvus,Vireonidae,Passeriformes,12.7,Forest,1,Carnivore,Invertivore,3,Insessorial,14.31904761904762,7.518181818181818,3.6882352941176473,3.69375,17.621428571428574,23.5125,51.319047619047616
Vireo gracilirostris,Vireonidae,Passeriformes,16.5,Forest,2,Carnivore,Invertivore,1,Insessorial,17.988888888888887,9.225,3.2874999999999996,3.50625,20.78333333333333,14.088888888888889,57.01111111111111
Vireo griseus,Vireonidae,Passeriformes,11.4,Shrubland,2,Carnivore,Invertivore,3,Insessorial,13.688636363636363,7.411538461538462,3.885,4.102631578947369,19.504166666666666,17.92142857142857,48.90833333333333
Vireo gundlachii,Vireonidae,Passeriformes,12.9,Shrubland,1,Carnivore,Invertivore,1,Insessorial,15.415,7.775,4.279999999999999,4.49,21.39,10.614999999999998,50.775
Vireo huttoni,Vireonidae,Passeriformes,11.3,Forest,1,Carnivore,Invertivore,1,Insessorial,13.113333333333333,6.9125,3.6772727272727272,3.8090909090909086,19.5,16.978571428571428,49.123333333333335
Vireo hypochryseus,Vireonidae,Passeriformes,12.2,Shrubland,1,Carnivore,Invertivore,1,Insessorial,15.692307692307692,8.175,4.181818181818182,4.386363636363637,18.996153846153845,15.316666666666666,54.78076923076923
Vireo latimeri,Vireonidae,Passeriformes,12,Forest,1,Carnivore,Invertivore,1,Insessorial,14.305,7.7125,4.00625,3.8812499999999996,19.7,12.89,44.69
Vireo leucophrys,Vireonidae,Passeriformes,12.3,Forest,1,Carnivore,Invertivore,1,Insessorial,14.02,7.815625,3.783333333333333,3.8826923076923077,17.60606060606061,18.920833333333334,49.721875
Vireo magister,Vireonidae,Passeriformes,15.4,Forest,1,Omnivore,Invertivore,1,Insessorial,19.577272727272728,11.225,4.380000000000001,5.115,21.581818181818182,19.59,53.595
Vireo masteri,Vireonidae,Passeriformes,11.2,Forest,1,Carnivore,Invertivore,1,Insessorial,12.1,7.6,2.9,3.3,17.1,16.6,40.2
Vireo modestus,Vireonidae,Passeriformes,9.6,Woodland,1,Carnivore,Invertivore,1,Insessorial,12.5,6.3875,3.590909090909091,3.6090909090909093,19.3125,11.90909090909091,48.99166666666667
Vireo nanus,Vireonidae,Passeriformes,10.5,Woodland,1,Omnivore,Invertivore,1,Insessorial,12.507142857142856,6.025,4.5,3.2857142857142856,20.192857142857143,12.778571428571428,51.121428571428574
Vireo nelsoni,Vireonidae,Passeriformes,9.4,Shrubland,2,Carnivore,Invertivore,1,Insessorial,12.61,6.6,3.21,2.99,19.2,11.92,46.2
Vireo olivaceus,Vireonidae,Passeriformes,16.1,Forest,1,Omnivore,Invertivore,3,Insessorial,16.388461538461538,9.576923076923077,4.27962962962963,4.4222222222222225,19.483333333333334,29.8,52.676923076923075
Vireo osburni,Vireonidae,Passeriformes,19.9,Forest,1,Omnivore,Omnivore,1,Insessorial,17.28333333333333,9.2,4.894444444444445,5.683333333333334,21.677777777777777,14.61111111111111,56.57777777777778
Vireo pallens,Vireonidae,Passeriformes,11,Woodland,2,Carnivore,Invertivore,3,Insessorial,14.378947368421052,8.007142857142856,4.1066666666666665,4.1899999999999995,20.99736842105263,14.18611111111111,46.61052631578947
Vireo philadelphicus,Vireonidae,Passeriformes,11.5,Woodland,1,Carnivore,Invertivore,3,Insessorial,13.203125,6.894736842105264,3.417307692307692,3.498076923076923,17.00344827586207,25.59285714285714,47.08833333333334
Vireo plumbeus,Vireonidae,Passeriformes,16.4,Forest,2,Carnivore,Invertivore,3,Insessorial,14.807142857142857,7.800000000000001,4.203571428571429,4.896428571428572,19.086111111111112,28.6,56.7
Vireo sclateri,Vireonidae,Passeriformes,11.2,Forest,1,Carnivore,Invertivore,1,Insessorial,14.222727272727273,7.6,3.6950000000000003,3.8,17.67727272727273,16.295454545454547,49.52272727272727
Vireo solitarius,Vireonidae,Passeriformes,15.3,Forest,1,Carnivore,Invertivore,3,Insessorial,13.690909090909091,7.5,3.975,4.4071428571428575,18.586363636363636,29.295454545454547,51.40909090909091
Vireo vicinior,Vireonidae,Passeriformes,12.8,Forest,2,Carnivore,Invertivore,3,Insessorial,13.690909090909091,7.3125,4.405,4.715,19.909090909090907,15.477272727272727,56.78636363636363
Vireolanius eximius,Vireonidae,Passeriformes,24,Forest,1,Carnivore,Invertivore,1,Insessorial,19.7125,11.4,5.485714285714286,6.807142857142857,20.99375,16.621428571428574,50.712500000000006
Vireolanius leucotis,Vireonidae,Passeriformes,26,Forest,1,Carnivore,Invertivore,1,Insessorial,19.621875000000003,11,5.623076923076923,6.5,21.6,16.076666666666668,48.87647058823529
Vireolanius melitophrys,Vireonidae,Passeriformes,34.7,Forest,1,Carnivore,Invertivore,1,Insessorial,20.490909090909092,10.6875,5.69375,7.08125,24.990909090909092,16.17727272727273,68.17727272727274
Vireolanius pulchellus,Vireonidae,Passeriformes,24,Forest,1,Carnivore,Invertivore,1,Insessorial,21.225,11.6875,5.705,6.984999999999999,22.09642857142857,15.603571428571428,49.09285714285714
Volatinia jacarina,Thraupidae,Passeriformes,9.9,Human Modified,3,Herbivore,Granivore,1,Terrestrial,10.377450980392158,7.0775,4.320555555555556,5.601271186440678,16.798709677419353,14.105882352941176,42.822380952380954
